MCC,MNC,Brand,Operator,Status,Bands (MHz),References and notes,Country,Iso
208,19,,Haute-Garonne numérique,Operational,LTE,Former Altitude Infrastructure; fixed wireless,France,fr
208,20,Bouygues,Bouygues Telecom,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 700 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 2100 / 5G 3500,MNC also used in Monaco,France,fr
208,21,Bouygues,Bouygues Telecom,Unknown,GSM 900 / GSM 1800 / UMTS 2100 / UMTS 900,,France,fr
208,22,Transatel Mobile,Transatel,Unknown,MVNO,MVNE Uses Orange,France,fr
208,23,,Syndicat mixte ouvert Charente Numérique,Operational,TD-LTE,Former Omea Telecom (bought by SFR in 2014); fixed wireless,France,fr
208,24,MobiquiThings,MobiquiThings,Operational,MVNO,,France,fr
208,25,LycaMobile,LycaMobile,Operational,MVNO,,France,fr
208,26,NRJ Mobile,Bouygues Telecom - Distribution,Operational,MVNO,Former Euro-Information Telecom,France,fr
208,27,,Coriolis Telecom,Operational,MVNO,Former Afone,France,fr
208,28,,Airmob Infra Full,Unknown,Unknown,Former Airbus Defence and Space,France,fr
208,29,,Cubic télécom France,Operational,MVNO,Former Société International Mobile Communication,France,fr
208,30,,Syma Mobile,Operational,MVNO,,France,fr
208,31,Vectone Mobile,Mundio Mobile,Operational,MVNO, Uses SFR or RED,France,fr
208,32,Orange,Orange S.A.,Unknown,Unknown,,France,fr
208,33,Fibre64,Département des Pyrénées-Atlantiques,Unknown,WiMAX, fixed wireless,France,fr
208,34,,Cellhire France,Operational,MVNO,,France,fr
208,35,Free,Free Mobile,Operational,UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / LTE 2100 / LTE 2600,,France,fr
208,36,Free,Free Mobile,Operational,UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / LTE 2100 / LTE 2600,,France,fr
208,37,,IP Directions,Unknown,Unknown,,France,fr
208,38,,Lebara France Ltd,Operational,MVNO,,France,fr
208,39,,Netwo,Unknown,Unknown,,France,fr
208,500,,EDF,Unknown,Unknown, MNC 50 formerly assigned to EDF,France,fr
208,50168,,Butachimie,Unknown,Unknown,,France,fr
208,50244,,EDF,Unknown,Unknown,Former General Electric Digital Services Europe,France,fr
208,700,,Weaccess group,Unknown,Unknown,,France,fr
208,701,,GIP Vendée numérique,Unknown,Unknown,,France,fr
208,702,,17-Numerique,Unknown,Unknown,,France,fr
208,703,,Nivertel,Unknown,Unknown,,France,fr
208,704,,Axione Limousin,Unknown,Unknown,,France,fr
208,705,,Hautes-Pyrénées Numérique,Unknown,Unknown,,France,fr
208,706,,Tours Métropole Numérique,Unknown,Unknown,,France,fr
208,707,,Sartel THD,Unknown,Unknown,,France,fr
208,708,,Melis@ territoires ruraux,Unknown,Unknown,,France,fr
208,709,,Quimper communauté télécom,Unknown,Unknown,,France,fr
208,710,,Losange,Unknown,Unknown,,France,fr
208,711,,Nomotech,Unknown,Unknown,,France,fr
208,712,,Syndicat Audois d'énergies et du Numérique,Unknown,Unknown,,France,fr
208,713,,SD NUM SAS,Unknown,Unknown,,France,fr
208,714,,Département de l'Isère,Unknown,Unknown,,France,fr
208,86,,SEM@FOR77,Unknown,Unknown,Former Nomotech,France,fr
208,87,,Airbus defence and space SAS,Unknown,Unknown,Former RATP,France,fr
208,88,Bouygues,Bouygues Telecom,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 700 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 2100 / 5G 3500,Zones Blanches,France,fr
208,89,,Hub One,Unknown,Unknown,"Former Omer Telecom Ltd, Fondation b-com",France,fr
208,90,,Images & Réseaux,Not operational,Unknown,MNC withdrawn,France,fr
208,91,,Orange S.A.,Unknown,Unknown,,France,fr
208,92,Com4Innov,Association Plate-forme Télécom,Not operational,TD-LTE 2300 / LTE 2600,Test network; MNC withdrawn,France,fr
208,93,,Thales Communications & Security SAS,Not operational,Unknown,Former TDF; MNC withdrawn,France,fr
208,94,,Halys,Unknown,Unknown,,France,fr
208,95,,Orange S.A.,Not operational,Unknown, MNC withdrawn,France,fr
208,96,,Région Bourgogne-Franche-Comté,Operational,LTE,Former Axione; fixed wireless,France,fr
208,97,,Thales Communications & Security SAS,Not operational,Unknown, MNC withdrawn,France,fr
208,98,,Société Air France,Not operational,Unknown, MNC withdrawn,France,fr
282,01,Geocell,Silknet,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Georgia,ge
282,02,Magti,MagtiCom,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800,,Georgia,ge
282,03,MagtiFix,MagtiCom,Operational,CDMA 450,License until 2029,Georgia,ge
282,04,Beeline,Mobitel,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,,Georgia,ge
282,05,S1,Silknet,Operational,CDMA 800,former UTG,Georgia,ge
282,06,,JSC Compatel,Unknown,Unknown,,Georgia,ge
282,07,GlobalCell,GlobalCell,Operational,MVNO,,Georgia,ge
282,08,Silk LTE,Silknet,Operational,LTE 2300, CDMA 850 shut down Nov 2019,Georgia,ge
282,09,,Gmobile,Operational,Unknown,,Georgia,ge
282,10,,Premium Net International SRL,Unknown,Unknown,,Georgia,ge
282,11,,Mobilive,Unknown,Unknown,,Georgia,ge
282,12,,Telecom1 Ltd,Unknown,Unknown,Former Datacomm,Georgia,ge
282,13,,Asanet Ltd,Unknown,Unknown,,Georgia,ge
282,14,DataCell,DataHouse Global,Unknown,MVNO,,Georgia,ge
282,22,Myphone,Myphone Ltd,Unknown,Unknown,,Georgia,ge
262,01,Telekom,Telekom Deutschland GmbH,Operational,GSM 900 / LTE 700 / LTE 800 / LTE 900 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 2100 / 5G 3500,"Formerly D1 - DeTeMobil, D1-Telekom, T-D1, T-Mobile; UMTS shut down Jun 2021",Germany,de
262,02,Vodafone,Vodafone D2 GmbH,Operational,GSM 900 / LTE 700 / LTE 800 / LTE 900 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 700 / 5G 1800 / 5G 3500,Former D2 Mannesmann; UMTS shut down Jun 2021,Germany,de
262,03,O2,Telefónica Germany GmbH & Co. oHG,Operational,GSM 900 / LTE 700 / LTE 800 / LTE 900 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 700 / 5G 3500,Former E-Plus until 2014; UMTS shut down Dec 2021,Germany,de
262,04,Vodafone,Vodafone D2 GmbH,Reserved,GSM 900 / GSM 1800 / UMTS 2100,,Germany,de
262,05,O2,Telefónica Germany GmbH & Co. oHG,Reserved,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100,Former E-Plus,Germany,de
262,06,Telekom,Telekom Deutschland GmbH,Reserved,GSM 900 / LTE 800 / LTE 900 / LTE 1500 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 2100 / 5G 3500,,Germany,de
262,07,O2,Telefónica Germany GmbH & Co. oHG,Not operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,Merged with E-Plus Mobilfunk in 2014 and uses MNC 262-03 since 2016 ,Germany,de
262,08,O2,Telefónica Germany GmbH & Co. oHG,Reserved,GSM 900 / GSM 1800 / UMTS 2100,,Germany,de
262,09,Vodafone,Vodafone D2 GmbH,Operational,GSM 900 / GSM 1800 / LTE 2600,Internal testing IOT,Germany,de
262,10,,DB Netz AG,Operational,GSM-R,"Former Arcor, Vodafone",Germany,de
262,11,O2,Telefónica Germany GmbH & Co. oHG,Reserved,GSM 900 / GSM 1800 / UMTS 2100,,Germany,de
262,12,Simquadrat,sipgate GmbH,Operational,MVNO,National roaming with O2 (former E-Plus),Germany,de
262,13,BAAINBw,"Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr",Unknown,Unknown,Former Mobilcom,Germany,de
262,14,,Lebara Limited,Operational,MVNO,Former Group 3G UMTS,Germany,de
262,15,Airdata,,Operational,TD-SCDMA,data only,Germany,de
262,16,,Telogic Germany GmbH,Not operational,MVNO,formerly Vistream; bankruptcy in 2012 ,Germany,de
262,17,O2,Telefónica Germany GmbH & Co. oHG,Unknown,Unknown,Former E-Plus,Germany,de
262,18,,NetCologne,Operational,MVNO, CDMA 450 shut down,Germany,de
262,19,450connect,Alliander AG [ nl ],Operational,LTE 450,Former Inquam,Germany,de
262,20,Voiceworks,Voiceworks GmbH,Operational,MVNO,Uses O2 (former E-Plus) (262-03),Germany,de
262,21,,Multiconnect GmbH,Unknown,Unknown,,Germany,de
262,22,,sipgate Wireless GmbH,Unknown,MVNO,,Germany,de
262,23,,Drillisch Online AG,Operational,MVNO,,Germany,de
262,24,,TelcoVillage GmbH,Unknown,Unknown,,Germany,de
262,33,simquadrat,sipgate GmbH,Not operational,MVNO,Uses O2 (former E-Plus) (262-03); MNC withdrawn ,Germany,de
262,41,,First Telecom GmbH,Not operational,Unknown,MNC withdrawn,Germany,de
262,42,CCC Event,Chaos Computer Club,Temporary operational,GSM 1800,Used on events like Chaos Communication Congress,Germany,de
262,43,Lycamobile,Lycamobile,Operational,MVNO,Uses Vodafone,Germany,de
262,60,,DB Telematik,Operational,GSM-R 900,,Germany,de
262,70,,BDBOS,Operational,Tetra,,Germany,de
262,71,,GSMK,Unknown,Unknown,,Germany,de
262,72,,Ericsson GmbH,Unknown,Unknown,,Germany,de
262,73,,Nokia,Unknown,Unknown,Former Xantaro Deutschland GmbH,Germany,de
262,74,,Ericsson GmbH,Unknown,Unknown,Former Qualcomm,Germany,de
262,75,,Core Network Dynamics GmbH,Not operational,Unknown,Test network; MNC withdrawn,Germany,de
262,76,,BDBOS,Unknown,Unknown,Former Siemens,Germany,de
262,77,O2,Telefónica Germany GmbH & Co. oHG,Unknown,GSM 900,Former E-Plus; test network,Germany,de
262,78,Telekom,Telekom Deutschland GmbH,Unknown,Unknown,,Germany,de
262,79,,ng4T GmbH,Not operational,Unknown,MNC withdrawn,Germany,de
262,92,,Nash Technologies,Not operational,GSM 1800 / UMTS 2100,Test network; MNC withdrawn,Germany,de
266,01,GibTel,Gibtelecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 2600,,Gibraltar,gi
266,03,Gibfibrespeed,GibFibre Ltd,Unknown,Unknown,,Gibraltar,gi
266,06,CTS Mobile,CTS Gibraltar,Not operational,UMTS 2100,licence withdrawn in February 2013,Gibraltar,gi
266,09,Shine,Eazitelecom,Not operational,GSM 1800 / UMTS 2100, shut down May 2016,Gibraltar,gi
202,01,Cosmote,COSMOTE - Mobile Telecommunications S.A.,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 1800 / 5G 2100 / 5G 3500,,Greece,gr
202,02,Cosmote,COSMOTE - Mobile Telecommunications S.A.,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 1800 / 5G 2100 / 5G 3500,,Greece,gr
202,03,,OTE,Unknown,Unknown,,Greece,gr
202,04,,OSE,Unknown,GSM-R,Former EDISY,Greece,gr
202,05,Vodafone,Vodafone Greece,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,former PanaFon ,Greece,gr
202,06,,Cosmoline,Not operational,Unknown,MNC withdrawn,Greece,gr
202,07,,AMD Telecom,Unknown,Unknown,,Greece,gr
202,09,Wind,Wind Hellas Telecommunications S.A.,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 2100 / 5G 3500,former Q-Telecom ,Greece,gr
202,10,Wind,Wind Hellas Telecommunications S.A.,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 2100 / 5G 3500,former Telestet & TIM,Greece,gr
202,11,,interConnect,Unknown,Unknown,,Greece,gr
202,12,,Yuboto,Operational,MVNO,,Greece,gr
202,13,,Compatel Limited,Unknown,Unknown,,Greece,gr
202,14,Cyta Hellas,CYTA,Operational,MVNO,MVNO on Vodafone's network ,Greece,gr
202,15,,BWS,Unknown,Unknown,,Greece,gr
202,16,,Inter Telecom,Operational,MVNO,,Greece,gr
290,01,,TELE Greenland A/S,Operational,GSM 900 / UMTS 900 / LTE 800,,Greenland,gl
290,02,Nanoq Media,inu:it a/s,Operational,TD-LTE 2500,Former Nuuk TV,Greenland,gl
234,03,Airtel-Vodafone,Guernsey Airtel Ltd,Operational,GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,,United Kingdom,gb
234,50,JT,JT Group Limited,Operational,GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,former Wave Telecom ,United Kingdom,gb
234,55,Sure Mobile,Sure (Guernsey) Limited,Operational,GSM 900 / UMTS 900 / / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,former Cable & Wireless ,United Kingdom,gb
216,01,Telenor Hungary,Telenor Magyarország Zrt.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,"Former Pannon, Pannon GSM; MNC has not the same numerical value as the area code",Hungary,hu
216,02,,MVM Net Ltd.,Operational,LTE 450,For government use,Hungary,hu
216,03,DIGI,DIGI Telecommunication Ltd.,Operational,LTE 1800 / TD-LTE 3700,,Hungary,hu
216,04,,Invitech ICT Services Ltd.,Not operational,Unknown, MNC withdrawn,Hungary,hu
216,30,Telekom,Magyar Telekom Plc,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 2100 / 5G 3500,"Former WESTEL, Westel 900; MNC has the same numerical value as the area code",Hungary,hu
216,70,Vodafone,Vodafone Magyarország Zrt.,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,MNC has the same numerical value as the area code,Hungary,hu
216,71,upc,Vodafone Magyarország Zrt.,Operational,MVNO,,Hungary,hu
216,99,MAV GSM-R,Magyar Államvasutak,Operational,GSM-R 900,,Hungary,hu
274,01,Síminn,Iceland Telecom,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600,Former Landssimi hf ,Iceland,is
274,02,Vodafone,Sýn,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100,Former Islandssimi ehf ,Iceland,is
274,03,Vodafone,Sýn,Operational,Unknown,Former Islandssimi ehf,Iceland,is
274,04,Viking,IMC Island ehf,Operational,GSM 1800,,Iceland,is
274,05,,Halló Frjáls fjarskipti hf.,Not operational,GSM 1800,MNC withdrawn,Iceland,is
274,06,,Núll níu ehf,Not operational,Unknown,MNC withdrawn,Iceland,is
274,07,IceCell,IceCell ehf,Not operational,GSM 1800,Network only partially built; MNC withdrawn,Iceland,is
274,08,On-waves,Iceland Telecom,Operational,GSM 900 / GSM 1800,On ferries and cruise ships,Iceland,is
274,11,Nova,Nova ehf,Operational,UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / 5G 3500,,Iceland,is
274,12,Tal,IP fjarskipti,Operational,MVNO,,Iceland,is
274,16,,Tismi BV,Unknown,Unknown,,Iceland,is
274,22,,Landhelgisgæslan (Icelandic Coast Guard),Unknown,Unknown,,Iceland,is
274,31,Síminn,Iceland Telecom,Unknown,Unknown,,Iceland,is
274,91,,Neyðarlínan,Operational,Tetra,,Iceland,is
272,01,Vodafone,Vodafone Ireland,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / 5G 3500,,Ireland,ie
272,02,3,Hutchison 3G Ireland limited,Operational,GSM 900 / UMTS 2100,Former Telefónica O2,Ireland,ie
272,03,Eir,Eir Group plc,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / 5G 3500,Former Meteor,Ireland,ie
272,04,,Access Telecom,Unknown,Unknown,,Ireland,ie
272,05,3,Hutchison 3G Ireland limited,Operational,UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / 5G 3500,,Ireland,ie
272,07,Eir,Eir Group plc,Operational,GSM 900 / UMTS 2100,Former eMobile,Ireland,ie
272,08,Eir,Eir Group plc,Unknown,Unknown,,Ireland,ie
272,09,,Clever Communications Ltd.,Not operational,Unknown,MNC withdrawn,Ireland,ie
272,11,Tesco Mobile,Liffey Telecom,Operational,MVNO,Uses 3,Ireland,ie
272,13,Lycamobile,Lycamobile,Operational,MVNO,Uses 3,Ireland,ie
272,15,Virgin Mobile,UPC,Operational,MVNO,Former upc,Ireland,ie
272,16,Carphone Warehouse,Carphone Warehouse,Operational,MVNO,,Ireland,ie
272,17,3,Hutchison 3G Ireland limited,Unknown,Unknown,,Ireland,ie
272,18,,Cubic Telecom Limited,Operational,MVNO,,Ireland,ie
272,21,,Net Feasa Limited,Operational,MVNO,Internet of things,Ireland,ie
272,68,,Office of the Government Chief Information Officer,Unknown,Unknown,,Ireland,ie
234,18,Cloud 9 Mobile,Cloud 9 Mobile Communications PLC,Not operational,GSM 1800 / UMTS 2100,Retired ,United Kingdom,gb
234,36,Sure Mobile,Sure Isle of Man Ltd.,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100,Former Cable & Wireless ,United Kingdom,gb
234,58,Pronto GSM,Manx Telecom,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,,United Kingdom,gb
234,73,,Bluewave Communications Ltd.,Operational,TD-LTE 3500,,United Kingdom,gb
222,01,TIM,Telecom Italia S.p.A.,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1500 / LTE 1800 / LTE 2600,,Italy,it
222,02,Elsacom,,Not operational,Satellite (Globalstar),Retired,Italy,it
222,04,Intermatica,,Unknown,Unknown,,Italy,it
222,05,Telespazio,,Unknown,Unknown,,Italy,it
222,06,Vodafone,Vodafone Italia S.p.A.,Operational,Unknown,Unknown,Italy,it
222,07,Kena Mobile,Noverca,Operational,MVNO,Uses TIM Network,Italy,it
222,08,Fastweb,Fastweb S.p.A.,Operational,MVNO,Uses TIM and WindTre Networks,Italy,it
222,10,Vodafone,Vodafone Italia S.p.A.,Operational,GSM 900 / LTE 800 / LTE 1500 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 3500,,Italy,it
222,30,RFI,Rete Ferroviaria Italiana,Operational,GSM-R 900,Railways communication,Italy,it
222,33,Poste Mobile,Poste Mobile S.p.A.,Operational,MVNO,uses Wind Tre Network,Italy,it
222,34,BT Italia,BT Italia,Operational,MVNO,uses TIM Network,Italy,it
222,35,Lycamobile,Lycamobile,Operational,MVNO,uses Vodafone Network,Italy,it
222,36,Digi Mobil,Digi Italy S.r.l.,Operational,MVNO,uses TIM Network,Italy,it
222,37,WINDTRE,Wind Tre,Unknown,Unknown,Former 3 Italia,Italy,it
222,38,LINKEM,Linkem S.p.A.,Operational,TD-LTE 3500 / 5G 3500 / 5G 26000, spectrum shared with GO Internet,Italy,it
222,39,SMS Italia,SMS Italia S.r.l.,Unknown,Unknown,,Italy,it
222,41,GO internet,GO internet S.p.A.,Operational,TD-LTE 3500 / 5G 3500,"spectrum available only in Marche and Emilia-Romagna, roams on Linkem otherwise",Italy,it
222,43,TIM,Telecom Italia S.p.A.,Operational,5G 700 / 5G 3500 / 5G 26000,,Italy,it
222,47,Fastweb,Fastweb S.p.A.,Operational,TD-LTE 3500 / 5G 3500 / 5G 26000,"Former Tiscali, acquired by Fastweb in 2018",Italy,it
222,48,TIM,Telecom Italia S.p.A.,Unknown,Unknown,,Italy,it
222,49,Vianova,Welcome Italia S.p.A.,Unknown,MVNO,,Italy,it
222,50,Iliad,Iliad Italia,Operational,UMTS 900 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 3500,,Italy,it
222,53,COOP Voce,COOP Voce,Operational,MVNO,"MNC used from Jan, 2020",Italy,it
222,54,Plintron,,Operational,MVNO,"Operates only as MVNE for Rabona, NoiTel and NT Mobile on Vodafone network",Italy,it
222,56,Spusu,Mass Response GmbH,Operational,MVNO,,Italy,it
222,77,IPSE 2000,,Not operational,UMTS 2100,Retired,Italy,it
222,88,WINDTRE,Wind Tre,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 1800 / 5G 2600 / 5G 3500,Former Wind,Italy,it
222,98,BLU,BLU S.p.A.,Not operational,GSM 900,,Italy,it
222,99,WINDTRE,Wind Tre,Operational,UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,Former 3 Italia,Italy,it
234,03,Airtel-Vodafone,Jersey Airtel Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,,United Kingdom,gb
234,28,,Marathon Telecom Limited,Not operational,UMTS 2100,holds license but not network built,United Kingdom,gb
234,50,JT,JT Group Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,,United Kingdom,gb
234,55,Sure Mobile,Sure (Jersey) Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,former Cable & Wireless,United Kingdom,gb
221,01,Vala,Telecom of Kosovo J.S.C.,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 1800,Previously the Monaco MCC/MNC 212-01 was used.,Kosovo,xk
221,02,IPKO,IPKO,Operational,GSM 900 / UMTS 900 / LTE 1800,Previously the Slovenian MCC/MNC 293-41 was used. Used by MVNO D3 Mobile.,Kosovo,xk
221,06,Z Mobile,Dardaphone.Net LLC,Operational,MVNO,Previously the Monaco MCC/MNC 212-01 was used.,Kosovo,xk
221,07,D3 Mobile,Dukagjini Telecommunications LLC,Operational,MVNO,,Kosovo,xk
247,01,LMT,Latvian Mobile Telephone,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600 / 5G 3500,,Latvia,lv
247,02,Tele2,Tele2,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,,Latvia,lv
247,03,TRIATEL,Telekom Baltija,Operational,CDMA 450,,Latvia,lv
247,04,,Beta Telecom,Not operational,Unknown, Former Lattelecom; MNC withdrawn,Latvia,lv
247,05,Bite,Bite Latvija,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,Bite's postpaid customers are still being assigned SIM cards with 246 02 MNC,Latvia,lv
247,06,,Rigatta,Not operational,Unknown,MNC withdrawn,Latvia,lv
247,07,,"SIA ""MEGATEL""",Operational,MVNO,Uses Bite network; former Master Telecom,Latvia,lv
247,08,VMT,"SIA ""VENTAmobile""",Operational,MVNO,Former IZZI,Latvia,lv
247,09,Xomobile,Camel Mobile,Operational,MVNO,Former Global Mobile Solutions,Latvia,lv
247,10,LMT,Latvian Mobile Telephone,Unknown,Unknown,,Latvia,lv
295,01,Swisscom,Swisscom Schweiz AG,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Also uses MCC 228 MNC 01 (Switzerland),Liechtenstein,li
295,02,7acht,Salt Liechtenstein AG,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Orange ,Liechtenstein,li
295,05,FL1,Telecom Liechtenstein AG,Operational,GSM 900 / UMTS 2100 / LTE 800,Former Mobilkom ,Liechtenstein,li
295,06,Cubic Telecom,Cubic Telecom AG,Operational,MVNO,,Liechtenstein,li
295,07,,First Mobile AG,Not operational,MVNO, MNC withdrawn,Liechtenstein,li
295,09,,EMnify GmbH,Unknown,MVNO,,Liechtenstein,li
295,10,,Soracom LI Ltd.,Unknown,MVNO,,Liechtenstein,li
295,11,,DIMOCO Messaging AG,Unknown,MVNO,,Liechtenstein,li
295,77,Alpmobil,Alpcom AG,Not operational,GSM 900,"Bankruptcy in February 2012, former Tele2, MNC withdrawn",Liechtenstein,li
246,01,Telia,Telia Lietuva,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,"Former Omnitel; UMTS 2100 shut down end of 2020, UMTS 900 to shut down end of 2022",Lithuania,lt
246,02,BITĖ,UAB Bitė Lietuva,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,,Lithuania,lt
246,03,Tele2,"UAB Tele2 (Tele2 AB, Sweden)",Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,(in Vodafone partnership) ,Lithuania,lt
246,04,,LR vidaus reikalų ministerija (Ministry of the Interior),Unknown,Unknown,,Lithuania,lt
246,05,LitRail,Lietuvos geležinkeliai (Lithuanian Railways),Operational,GSM-R 900,,Lithuania,lt
246,06,Mediafon,UAB Mediafon,Operational,Unknown,,Lithuania,lt
246,07,,Compatel Ltd.,Unknown,Unknown,,Lithuania,lt
246,08,MEZON,Lietuvos radijo ir televizijos centras,Operational,WiMAX 3500 / TD-LTE 2300, acquired by Bitė,Lithuania,lt
246,09,,Interactive Digital Media GmbH,Not operational,Unknown,MNC withdrawn,Lithuania,lt
246,11,,DATASIM OU,Unknown,Unknown,,Lithuania,lt
246,12,,Nord connect OU,Unknown,Unknown,,Lithuania,lt
246,13,,Travel Communication SIA,Unknown,Unknown,,Lithuania,lt
